WLCverse,curr,ckind
14045,c59354,Verbal clauses
14045,c59355,Verbal clauses
14045,c59356,Verbal clauses
14045,c59357,Verbal clauses
14046,c59358,Verbal clauses
14046,c59359,Nominal clauses
14046,c59360,Verbal clauses
14046,c59361,Verbal clauses
14046,c59362,Verbal clauses
14046,c59363,Nominal clauses
14046,c59364,Nominal clauses
14046,c59365,Verbal clauses
14047,c59366,Verbal clauses
14047,c59367,Verbal clauses
14047,c59368,Clauses without predication
14047,c59369,Verbal clauses
14047,c59370,Verbal clauses
14048,c59371,Verbal clauses
14048,c59372,Clauses without predication
14048,c59373,Nominal clauses
14049,c59374,Verbal clauses
14049,c59375,Verbal clauses
14049,c59376,Verbal clauses
14049,c59377,Verbal clauses
14049,c59378,Nominal clauses
14049,c59379,Verbal clauses
14050,c59380,Verbal clauses
14050,c59381,Verbal clauses
14050,c59382,Verbal clauses
14050,c59383,Verbal clauses
14050,c59384,Verbal clauses
14050,c59385,Verbal clauses
14050,c59386,Verbal clauses
14050,c59387,Nominal clauses
14050,c59388,Verbal clauses
14050,c59389,Verbal clauses
14050,c59390,Verbal clauses
14050,c59391,Verbal clauses
14051,c59392,Verbal clauses
14051,c59393,Verbal clauses
14051,c59394,Verbal clauses
14051,c59395,Verbal clauses
14051,c59396,Nominal clauses
14052,c59397,Clauses without predication
14052,c59398,Verbal clauses
14052,c59399,Verbal clauses
14053,c59400,Verbal clauses
14053,c59401,Verbal clauses
14053,c59402,Verbal clauses
14053,c59403,Verbal clauses
14053,c59404,Clauses without predication
14053,c59405,Verbal clauses
14053,c59406,Verbal clauses
14053,c59407,Clauses without predication
14054,c59408,Verbal clauses
14054,c59409,Nominal clauses
14054,c59410,Verbal clauses
14054,c59411,Nominal clauses
14055,c59412,Verbal clauses
14055,c59413,Clauses without predication
14055,c59414,Verbal clauses
14055,c59415,Verbal clauses
14055,c59416,Verbal clauses
14056,c59417,Nominal clauses
14056,c59418,Nominal clauses
14056,c59419,Verbal clauses
14057,c59420,Nominal clauses
14057,c59421,Nominal clauses
14057,c59422,Nominal clauses
14057,c59423,Nominal clauses
14058,c59424,Verbal clauses
14058,c59425,Nominal clauses
14058,c59426,Nominal clauses
14058,c59427,Nominal clauses
14058,c59428,Nominal clauses
14058,c59429,Nominal clauses
14059,c59430,Verbal clauses
14059,c59431,Clauses without predication
14060,c59432,Nominal clauses
14060,c59433,Nominal clauses
14060,c59434,Nominal clauses
14061,c59435,Nominal clauses
14061,c59436,Verbal clauses
14061,c59437,Nominal clauses
14062,c59438,Verbal clauses
14063,c59439,Verbal clauses
14063,c59440,Verbal clauses
14063,c59441,Verbal clauses
14063,c59442,Verbal clauses
14063,c59443,Verbal clauses
14063,c59444,Verbal clauses
14064,c59445,Verbal clauses
14064,c59446,Clauses without predication
14064,c59447,Verbal clauses
14064,c59448,Verbal clauses
14064,c59449,Clauses without predication
14065,c59450,Nominal clauses
14065,c59451,Nominal clauses
14065,c59452,Verbal clauses
14065,c59453,Nominal clauses
14065,c59454,Nominal clauses
14065,c59455,Verbal clauses
14065,c59456,Nominal clauses
14066,c59457,Nominal clauses
14067,c59458,Nominal clauses
14068,c59459,Nominal clauses
14069,c59460,Nominal clauses
14070,c59461,Nominal clauses
14071,c59462,Nominal clauses
14072,c59463,Verbal clauses
14072,c59464,Verbal clauses
14072,c59465,Nominal clauses
14072,c59466,Nominal clauses
14072,c59467,Verbal clauses
14073,c59468,Clauses without predication
14073,c59469,Verbal clauses
14073,c59470,Nominal clauses
14073,c59471,Nominal clauses
14074,c59472,Verbal clauses
14074,c59473,Nominal clauses
14074,c59474,Nominal clauses
14074,c59475,Nominal clauses
14074,c59476,Nominal clauses
14074,c59477,Verbal clauses
14075,c59478,Nominal clauses
14075,c59479,Verbal clauses
14075,c59480,Verbal clauses
14075,c59481,Verbal clauses
14075,c59482,Verbal clauses
14076,c59483,Verbal clauses
14076,c59484,Nominal clauses
14077,c59485,Nominal clauses
14077,c59486,Nominal clauses
14077,c59487,Nominal clauses
14077,c59488,Nominal clauses
14077,c59489,Nominal clauses
14078,c59490,Verbal clauses
14078,c59491,Verbal clauses
14078,c59492,Verbal clauses
14078,c59493,Nominal clauses
14079,c59494,Clauses without predication
14079,c59495,Verbal clauses
14079,c59496,Nominal clauses
14079,c59497,Verbal clauses
14080,c59498,Nominal clauses
14080,c59499,Nominal clauses
14080,c59500,Nominal clauses
14080,c59501,Nominal clauses
14080,c59502,Nominal clauses
14081,c59503,Verbal clauses
14081,c59504,Nominal clauses
14081,c59505,Nominal clauses
14081,c59506,Nominal clauses
14081,c59507,Nominal clauses
14082,c59508,Nominal clauses
14082,c59509,Verbal clauses
14082,c59510,Nominal clauses
14082,c59511,Nominal clauses
14082,c59512,Verbal clauses
14082,c59513,Verbal clauses
14083,c59514,Verbal clauses
14083,c59515,Verbal clauses
14083,c59516,Verbal clauses
14084,c59517,Nominal clauses
14084,c59518,Verbal clauses
14085,c59519,Nominal clauses
14085,c59520,Verbal clauses
14085,c59521,Nominal clauses
14085,c59522,Nominal clauses
14085,c59523,Verbal clauses
14086,c59524,Verbal clauses
14086,c59525,Verbal clauses
14086,c59526,Verbal clauses
14087,c59527,Clauses without predication
14087,c59528,Nominal clauses
14088,c59529,Nominal clauses
14089,c59530,Nominal clauses
14090,c59531,Nominal clauses
14091,c59532,Nominal clauses
14092,c59533,Nominal clauses
14092,c59534,Verbal clauses
14092,c59535,Nominal clauses
14093,c59536,Nominal clauses
14093,c59537,Verbal clauses
14093,c59538,Nominal clauses
14093,c59539,Clauses without predication
14094,c59540,Nominal clauses
14094,c59541,Nominal clauses
14095,c59542,Nominal clauses
14095,c59543,Nominal clauses
14095,c59544,Nominal clauses
14095,c59545,Nominal clauses
14095,c59546,Nominal clauses
14096,c59547,Nominal clauses
14096,c59548,Clauses without predication
14096,c59549,Nominal clauses
14096,c59550,Nominal clauses
14096,c59551,Nominal clauses
14097,c59552,Nominal clauses
14097,c59553,Clauses without predication
14097,c59554,Nominal clauses
14097,c59555,Nominal clauses
14097,c59556,Nominal clauses
14098,c59557,Nominal clauses
14098,c59558,Nominal clauses
14098,c59559,Nominal clauses
14098,c59560,Nominal clauses
14098,c59561,Nominal clauses
14099,c59562,Nominal clauses
14099,c59563,Nominal clauses
14099,c59564,Nominal clauses
14100,c59565,Nominal clauses
14100,c59566,Verbal clauses
14101,c59567,Nominal clauses
14101,c59568,Verbal clauses
14101,c59569,Verbal clauses
14101,c59570,Verbal clauses
14101,c59571,Verbal clauses
14101,c59572,Verbal clauses
14102,c59573,Verbal clauses
14102,c59574,Verbal clauses
14102,c59575,Verbal clauses
14102,c59576,Verbal clauses
14103,c59577,Verbal clauses
14103,c59578,Verbal clauses
14103,c59579,Nominal clauses
14103,c59580,Verbal clauses
14103,c59581,Verbal clauses
14104,c59582,Verbal clauses
14104,c59583,Verbal clauses
14105,c59584,Verbal clauses
14105,c59585,Verbal clauses
14105,c59586,Verbal clauses
14105,c59587,Verbal clauses
14105,c59588,Verbal clauses
14105,c59589,Verbal clauses
14105,c59590,Verbal clauses
14106,c59591,Verbal clauses
14106,c59592,Verbal clauses
14106,c59593,Verbal clauses
14107,c59594,Verbal clauses
14107,c59595,Verbal clauses
14107,c59596,Verbal clauses
14108,c59597,Verbal clauses
14108,c59598,Verbal clauses
14108,c59599,Nominal clauses
14108,c59600,Verbal clauses
14109,c59601,Verbal clauses
14109,c59602,Verbal clauses
14109,c59603,Verbal clauses
14109,c59604,Clauses without predication
14109,c59605,Verbal clauses
14109,c59606,Verbal clauses
14109,c59607,Nominal clauses
14109,c59608,Verbal clauses
14109,c59609,Nominal clauses
14110,c59610,Verbal clauses
14110,c59611,Verbal clauses
14110,c59612,Verbal clauses
14110,c59613,Nominal clauses
14111,c59614,Verbal clauses
14111,c59615,Nominal clauses
14111,c59616,Clauses without predication
14111,c59617,Nominal clauses
14112,c59618,Verbal clauses
14112,c59619,Verbal clauses
14112,c59620,Nominal clauses
14112,c59621,Nominal clauses
14112,c59622,Verbal clauses
14112,c59623,Clauses without predication
14113,c59624,Verbal clauses
14113,c59625,Verbal clauses
14113,c59626,Verbal clauses
14113,c59627,Verbal clauses
14113,c59628,Verbal clauses
14113,c59629,Verbal clauses
14114,c59630,Verbal clauses
14114,c59631,Nominal clauses
14115,c59632,Verbal clauses
14115,c59633,Verbal clauses
14115,c59634,Verbal clauses
14115,c59635,Verbal clauses
14116,c59636,Clauses without predication
14116,c59637,Verbal clauses
14116,c59638,Verbal clauses
14116,c59639,Verbal clauses
14117,c59640,Verbal clauses
14117,c59641,Verbal clauses
14117,c59642,Verbal clauses
14117,c59643,Verbal clauses
14117,c59644,Verbal clauses
14117,c59645,Verbal clauses
14117,c59646,Verbal clauses
14117,c59647,Verbal clauses
14118,c59648,Verbal clauses
14118,c59649,Verbal clauses
14118,c59650,Verbal clauses
14118,c59651,Verbal clauses
14119,c59652,Verbal clauses
14119,c59653,Verbal clauses
14119,c59654,Clauses without predication
14119,c59655,Verbal clauses
14119,c59656,Verbal clauses
14120,c59657,Clauses without predication
14120,c59658,Verbal clauses
14120,c59659,Verbal clauses
14121,c59660,Verbal clauses
14122,c59661,Verbal clauses
14122,c59662,Verbal clauses
14122,c59663,Nominal clauses
14122,c59664,Verbal clauses
14122,c59665,Verbal clauses
14122,c59666,Verbal clauses
14123,c59667,Verbal clauses
14123,c59668,Verbal clauses
14123,c59669,Verbal clauses
14123,c59670,Verbal clauses
14123,c59671,Verbal clauses
14123,c59672,Clauses without predication
14124,c59673,Clauses without predication
14124,c59674,Verbal clauses
14124,c59675,Verbal clauses
14124,c59676,Verbal clauses
14125,c59677,Verbal clauses
14125,c59678,Clauses without predication
14125,c59679,Verbal clauses
14125,c59680,Verbal clauses
14126,c59681,Clauses without predication
14126,c59682,Verbal clauses
14126,c59683,Clauses without predication
14126,c59684,Verbal clauses
14126,c59685,Nominal clauses
14126,c59686,Verbal clauses
14126,c59687,Nominal clauses
14127,c59688,Verbal clauses
14127,c59689,Verbal clauses
14128,c59690,Verbal clauses
14128,c59691,Verbal clauses
14128,c59692,Verbal clauses
14129,c59693,Verbal clauses
14129,c59694,Verbal clauses
14130,c59695,Verbal clauses
14130,c59696,Verbal clauses
14131,c59697,Clauses without predication
14131,c59698,Verbal clauses
14131,c59699,Clauses without predication
14131,c59700,Verbal clauses
14131,c59701,Verbal clauses
14132,c59702,Verbal clauses
14132,c59703,Verbal clauses
14133,c59704,Verbal clauses
14133,c59705,Verbal clauses
14133,c59706,Verbal clauses
14133,c59707,Nominal clauses
14133,c59708,Verbal clauses
14133,c59709,Nominal clauses
14134,c59710,Verbal clauses
14134,c59711,Verbal clauses
14134,c59712,Verbal clauses
14134,c59713,Nominal clauses
14134,c59714,Verbal clauses
14134,c59715,Verbal clauses
14134,c59716,Verbal clauses
14134,c59717,Nominal clauses
14135,c59718,Verbal clauses
14136,c59719,Verbal clauses
14136,c59720,Verbal clauses
14136,c59721,Verbal clauses
14136,c59722,Verbal clauses
14136,c59723,Nominal clauses
14137,c59724,Verbal clauses
14137,c59725,Nominal clauses
14137,c59726,Nominal clauses
14137,c59727,Nominal clauses
14137,c59728,Nominal clauses
14137,c59729,Nominal clauses
14138,c59730,Verbal clauses
14138,c59731,Verbal clauses
14138,c59732,Verbal clauses
14139,c59733,Verbal clauses
14139,c59734,Clauses without predication
14139,c59735,Nominal clauses
14139,c59736,Nominal clauses
14139,c59737,Nominal clauses
14139,c59738,Nominal clauses
14140,c59739,Verbal clauses
14140,c59740,Verbal clauses
14140,c59741,Verbal clauses
14140,c59742,Verbal clauses
14140,c59743,Verbal clauses
14140,c59744,Verbal clauses
14140,c59745,Verbal clauses
14141,c59746,Verbal clauses
14141,c59747,Verbal clauses
14141,c59748,Verbal clauses
14141,c59749,Verbal clauses
14141,c59750,Verbal clauses
14142,c59751,Verbal clauses
14142,c59752,Verbal clauses
14142,c59753,Nominal clauses
14143,c59754,Verbal clauses
14143,c59755,Verbal clauses
14143,c59756,Verbal clauses
14144,c59757,Verbal clauses
14144,c59758,Verbal clauses
14144,c59759,Verbal clauses
14144,c59760,Verbal clauses
14144,c59761,Verbal clauses
14144,c59762,Verbal clauses
14145,c59763,Verbal clauses
14145,c59764,Verbal clauses
14145,c59765,Verbal clauses
14146,c59766,Verbal clauses
14146,c59767,Verbal clauses
14147,c59768,Verbal clauses
14147,c59769,Verbal clauses
14147,c59770,Verbal clauses
14148,c59771,Verbal clauses
14148,c59772,Verbal clauses
14148,c59773,Verbal clauses
14148,c59774,Verbal clauses
14148,c59775,Verbal clauses
14148,c59776,Verbal clauses
14149,c59777,Verbal clauses
14150,c59778,Verbal clauses
14150,c59779,Verbal clauses
14150,c59780,Verbal clauses
14150,c59781,Verbal clauses
14151,c59782,Verbal clauses
14151,c59783,Verbal clauses
14151,c59784,Nominal clauses
14151,c59785,Verbal clauses
14151,c59786,Verbal clauses
14152,c59787,Verbal clauses
14152,c59788,Verbal clauses
14152,c59789,Clauses without predication
14152,c59790,Verbal clauses
14152,c59791,Verbal clauses
14152,c59792,Verbal clauses
14152,c59793,Verbal clauses
14152,c59794,Verbal clauses
14152,c59795,Verbal clauses
14153,c59796,Verbal clauses
14153,c59797,Clauses without predication
14153,c59798,Verbal clauses
14153,c59799,Verbal clauses
14153,c59800,Verbal clauses
14153,c59801,Verbal clauses
14153,c59802,Nominal clauses
14154,c59803,Verbal clauses
14154,c59804,Verbal clauses
14155,c59805,Verbal clauses
14155,c59806,Verbal clauses
14156,c59807,Verbal clauses
14156,c59808,Verbal clauses
14156,c59809,Verbal clauses
14156,c59810,Verbal clauses
14156,c59811,Verbal clauses
14157,c59812,Verbal clauses
14157,c59813,Verbal clauses
14158,c59814,Verbal clauses
14158,c59815,Clauses without predication
14158,c59816,Verbal clauses
14158,c59817,Clauses without predication
14158,c59818,Clauses without predication
14158,c59819,Verbal clauses
14158,c59820,Nominal clauses
14158,c59821,Verbal clauses
14158,c59822,Clauses without predication
14158,c59823,Verbal clauses
14159,c59824,Verbal clauses
14159,c59825,Nominal clauses
14160,c59826,Verbal clauses
14160,c59827,Verbal clauses
14160,c59828,Verbal clauses
14160,c59829,Clauses without predication
14160,c59830,Verbal clauses
14161,c59831,Verbal clauses
14161,c59832,Verbal clauses
14161,c59833,Nominal clauses
14161,c59834,Verbal clauses
14162,c59835,Verbal clauses
14162,c59836,Verbal clauses
14162,c59837,Verbal clauses
14163,c59838,Verbal clauses
14163,c59839,Verbal clauses
14163,c59840,Verbal clauses
14163,c59841,Verbal clauses
14164,c59842,Verbal clauses
14164,c59843,Verbal clauses
14164,c59844,Verbal clauses
14165,c59845,Verbal clauses
14165,c59846,Clauses without predication
14165,c59847,Verbal clauses
14165,c59848,Nominal clauses
14165,c59849,Clauses without predication
14166,c59850,Verbal clauses
14166,c59851,Verbal clauses
14166,c59852,Verbal clauses
14167,c59853,Verbal clauses
14167,c59854,Verbal clauses
14168,c59855,Verbal clauses
14168,c59856,Verbal clauses
14168,c59857,Verbal clauses
14168,c59858,Verbal clauses
14169,c59859,Nominal clauses
14169,c59860,Nominal clauses
14170,c59861,Verbal clauses
14170,c59862,Clauses without predication
14170,c59863,Verbal clauses
14170,c59864,Verbal clauses
14170,c59865,Verbal clauses
14170,c59866,Verbal clauses
14170,c59867,Verbal clauses
14171,c59868,Nominal clauses
14171,c59869,Nominal clauses
14171,c59870,Verbal clauses
14171,c59871,Verbal clauses
14171,c59872,Verbal clauses
14171,c59873,Verbal clauses
14172,c59874,Verbal clauses
14172,c59875,Verbal clauses
14172,c59876,Verbal clauses
14172,c59877,Verbal clauses
14172,c59878,Verbal clauses
14173,c59879,Verbal clauses
14173,c59880,Verbal clauses
14173,c59881,Verbal clauses
14173,c59882,Verbal clauses
14173,c59883,Verbal clauses
14173,c59884,Verbal clauses
14174,c59885,Verbal clauses
14174,c59886,Verbal clauses
14174,c59887,Verbal clauses
14175,c59888,Verbal clauses
14175,c59889,Verbal clauses
14175,c59890,Verbal clauses
14175,c59891,Verbal clauses
14175,c59892,Verbal clauses
14175,c59893,Verbal clauses
14176,c59894,Verbal clauses
14176,c59895,Clauses without predication
14176,c59896,Verbal clauses
14176,c59897,Clauses without predication
14176,c59898,Nominal clauses
14176,c59899,Verbal clauses
14176,c59900,Verbal clauses
14177,c59901,Verbal clauses
14177,c59902,Verbal clauses
14177,c59903,Verbal clauses
14178,c59904,Verbal clauses
14178,c59905,Clauses without predication
14178,c59906,Clauses without predication
14179,c59907,Verbal clauses
14179,c59908,Verbal clauses
14180,c59909,Nominal clauses
14180,c59910,Nominal clauses
14181,c59911,Nominal clauses
14181,c59912,Verbal clauses
14181,c59913,Verbal clauses
14182,c59914,Verbal clauses
14182,c59915,Nominal clauses
14182,c59916,Verbal clauses
14183,c59917,Clauses without predication
14183,c59918,Verbal clauses
14183,c59919,Verbal clauses
14184,c59920,Verbal clauses
14184,c59921,Verbal clauses
14184,c59922,Verbal clauses
14184,c59923,Verbal clauses
14184,c59924,Verbal clauses
14185,c59925,Verbal clauses
14185,c59926,Verbal clauses
14185,c59927,Verbal clauses
14185,c59928,Verbal clauses
14186,c59929,Verbal clauses
14186,c59930,Clauses without predication
14187,c59931,Verbal clauses
14187,c59932,Nominal clauses
14187,c59933,Verbal clauses
14187,c59934,Verbal clauses
14187,c59935,Verbal clauses
14187,c59936,Verbal clauses
14187,c59937,Verbal clauses
14188,c59938,Verbal clauses
14188,c59939,Verbal clauses
14189,c59940,Verbal clauses
14189,c59941,Nominal clauses
14189,c59942,Verbal clauses
14190,c59943,Verbal clauses
14190,c59944,Verbal clauses
14190,c59945,Verbal clauses
14190,c59946,Verbal clauses
14191,c59947,Clauses without predication
14191,c59948,Verbal clauses
14191,c59949,Verbal clauses
14191,c59950,Verbal clauses
14192,c59951,Verbal clauses
14192,c59952,Verbal clauses
14192,c59953,Verbal clauses
14192,c59954,Verbal clauses
14193,c59955,Verbal clauses
14193,c59956,Verbal clauses
14193,c59957,Verbal clauses
14194,c59958,Verbal clauses
14194,c59959,Nominal clauses
14194,c59960,Verbal clauses
14194,c59961,Verbal clauses
14195,c59962,Verbal clauses
14195,c59963,Verbal clauses
14195,c59964,Verbal clauses
14195,c59965,Verbal clauses
14196,c59966,Nominal clauses
14196,c59967,Verbal clauses
14196,c59968,Nominal clauses
14196,c59969,Verbal clauses
14196,c59970,Verbal clauses
14196,c59971,Verbal clauses
14197,c59972,Verbal clauses
14197,c59973,Verbal clauses
14197,c59974,Verbal clauses
14197,c59975,Verbal clauses
14198,c59976,Verbal clauses
14198,c59977,Verbal clauses
14198,c59978,Verbal clauses
14199,c59979,Verbal clauses
14199,c59980,Clauses without predication
14199,c59981,Verbal clauses
14199,c59982,Verbal clauses
14199,c59983,Nominal clauses
14200,c59984,Nominal clauses
14200,c59985,Nominal clauses
14200,c59986,Verbal clauses
14200,c59987,Verbal clauses
14201,c59988,Verbal clauses
14201,c59989,Clauses without predication
14201,c59990,Verbal clauses
14201,c59991,Clauses without predication
14202,c59992,Verbal clauses
14202,c59993,Verbal clauses
14203,c59994,Verbal clauses
14203,c59995,Nominal clauses
14203,c59996,Verbal clauses
14203,c59997,Verbal clauses
14203,c59998,Verbal clauses
14203,c59999,Verbal clauses
14204,c60000,Verbal clauses
14204,c60001,Clauses without predication
14204,c60002,Verbal clauses
14204,c60003,Verbal clauses
14205,c60004,Nominal clauses
14205,c60005,Clauses without predication
14205,c60006,Verbal clauses
14205,c60007,Nominal clauses
14205,c60008,Verbal clauses
14206,c60009,Verbal clauses
14206,c60010,Verbal clauses
14206,c60011,Nominal clauses
14206,c60012,Verbal clauses
14206,c60013,Verbal clauses
14206,c60014,Verbal clauses
14207,c60015,Verbal clauses
14207,c60016,Verbal clauses
14207,c60017,Nominal clauses
14208,c60018,Verbal clauses
14208,c60019,Clauses without predication
14208,c60020,Verbal clauses
14208,c60021,Verbal clauses
14209,c60022,Verbal clauses
14209,c60023,Verbal clauses
14209,c60024,Verbal clauses
14210,c60025,Verbal clauses
14210,c60026,Verbal clauses
14210,c60027,Verbal clauses
14210,c60028,Verbal clauses
14211,c60029,Verbal clauses
14211,c60030,Verbal clauses
14212,c60031,Nominal clauses
14212,c60032,Verbal clauses
14212,c60033,Verbal clauses
14212,c60034,Verbal clauses
14212,c60035,Verbal clauses
14212,c60036,Verbal clauses
14212,c60037,Verbal clauses
14213,c60038,Verbal clauses
14213,c60039,Verbal clauses
14213,c60040,Verbal clauses
14213,c60041,Verbal clauses
14213,c60042,Verbal clauses
14214,c60043,Verbal clauses
14214,c60044,Clauses without predication
14214,c60045,Nominal clauses
14214,c60046,Verbal clauses
14214,c60047,Verbal clauses
14215,c60048,Verbal clauses
14215,c60049,Verbal clauses
14216,c60050,Verbal clauses
14216,c60051,Verbal clauses
14216,c60052,Verbal clauses
14217,c60053,Verbal clauses
14217,c60054,Verbal clauses
14217,c60055,Nominal clauses
14217,c60056,Verbal clauses
14217,c60057,Nominal clauses
14217,c60058,Verbal clauses
14218,c60059,Verbal clauses
14218,c60060,Clauses without predication
14219,c60061,Nominal clauses
14219,c60062,Verbal clauses
14219,c60063,Verbal clauses
14219,c60064,Verbal clauses
14219,c60065,Clauses without predication
14219,c60066,Verbal clauses
14219,c60067,Nominal clauses
14220,c60068,Verbal clauses
14220,c60069,Verbal clauses
14220,c60070,Verbal clauses
14220,c60071,Nominal clauses
14220,c60072,Nominal clauses
14220,c60073,Clauses without predication
14220,c60074,Verbal clauses
14221,c60075,Verbal clauses
14221,c60076,Clauses without predication
14221,c60077,Nominal clauses
14221,c60078,Nominal clauses
14222,c60079,Verbal clauses
14222,c60080,Verbal clauses
14222,c60081,Verbal clauses
14222,c60082,Verbal clauses
14223,c60083,Verbal clauses
14223,c60084,Verbal clauses
14223,c60085,Verbal clauses
14223,c60086,Verbal clauses
14223,c60087,Verbal clauses
14224,c60088,Clauses without predication
14224,c60089,Verbal clauses
14224,c60090,Nominal clauses
14225,c60091,Verbal clauses
14225,c60092,Verbal clauses
14225,c60093,Nominal clauses
14225,c60094,Verbal clauses
14226,c60095,Clauses without predication
14226,c60096,Verbal clauses
14226,c60097,Nominal clauses
14226,c60098,Verbal clauses
14226,c60099,Clauses without predication
14226,c60100,Verbal clauses
14227,c60101,Verbal clauses
14227,c60102,Clauses without predication
14227,c60103,Verbal clauses
14227,c60104,Verbal clauses
14228,c60105,Nominal clauses
14228,c60106,Verbal clauses
14228,c60107,Verbal clauses
14228,c60108,Verbal clauses
14228,c60109,Verbal clauses
14228,c60110,Verbal clauses
14229,c60111,Verbal clauses
14229,c60112,Verbal clauses
14229,c60113,Verbal clauses
14229,c60114,Verbal clauses
14229,c60115,Verbal clauses
14230,c60116,Verbal clauses
14230,c60117,Verbal clauses
14230,c60118,Verbal clauses
14231,c60119,Nominal clauses
14231,c60120,Verbal clauses
14231,c60121,Verbal clauses
14231,c60122,Verbal clauses
14231,c60123,Verbal clauses
14232,c60124,Verbal clauses
14232,c60125,Verbal clauses
14232,c60126,Verbal clauses
14232,c60127,Verbal clauses
14233,c60128,Verbal clauses
14233,c60129,Nominal clauses
14233,c60130,Verbal clauses
14233,c60131,Clauses without predication
14233,c60132,Verbal clauses
14234,c60133,Verbal clauses
14234,c60134,Verbal clauses
14234,c60135,Verbal clauses
14234,c60136,Verbal clauses
14235,c60137,Verbal clauses
14235,c60138,Verbal clauses
14235,c60139,Verbal clauses
14235,c60140,Clauses without predication
14235,c60141,Verbal clauses
14236,c60142,Verbal clauses
14236,c60143,Nominal clauses
14236,c60144,Verbal clauses
14236,c60145,Verbal clauses
14237,c60146,Verbal clauses
14237,c60147,Clauses without predication
14238,c60148,Verbal clauses
14238,c60149,Verbal clauses
14238,c60150,Verbal clauses
14238,c60151,Verbal clauses
14238,c60152,Clauses without predication
14238,c60153,Verbal clauses
14239,c60154,Verbal clauses
14239,c60155,Clauses without predication
14239,c60156,Verbal clauses
14239,c60157,Verbal clauses
14240,c60158,Clauses without predication
14240,c60159,Verbal clauses
14240,c60160,Verbal clauses
14240,c60161,Verbal clauses
14241,c60162,Nominal clauses
14241,c60163,Verbal clauses
14241,c60164,Verbal clauses
14241,c60165,Verbal clauses
14241,c60166,Verbal clauses
14241,c60167,Verbal clauses
14241,c60168,Verbal clauses
14242,c60169,Verbal clauses
14242,c60170,Verbal clauses
14242,c60171,Verbal clauses
14242,c60172,Nominal clauses
14242,c60173,Verbal clauses
14242,c60174,Verbal clauses
14242,c60175,Verbal clauses
14243,c60176,Verbal clauses
14243,c60177,Verbal clauses
14243,c60178,Verbal clauses
14243,c60179,Verbal clauses
14244,c60180,Verbal clauses
14244,c60181,Verbal clauses
14244,c60182,Clauses without predication
14244,c60183,Verbal clauses
14245,c60184,Verbal clauses
14245,c60185,Clauses without predication
14245,c60186,Verbal clauses
14245,c60187,Verbal clauses
14246,c60188,Nominal clauses
14246,c60189,Verbal clauses
14246,c60190,Verbal clauses
14247,c60191,Verbal clauses
14247,c60192,Verbal clauses
14247,c60193,Verbal clauses
14247,c60194,Verbal clauses
14248,c60195,Verbal clauses
14248,c60196,Verbal clauses
14248,c60197,Verbal clauses
14248,c60198,Verbal clauses
14249,c60199,Verbal clauses
14249,c60200,Clauses without predication
14249,c60201,Verbal clauses
14249,c60202,Verbal clauses
14249,c60203,Verbal clauses
14250,c60204,Verbal clauses
14250,c60205,Clauses without predication
14250,c60206,Nominal clauses
14250,c60207,Verbal clauses
14250,c60208,Verbal clauses
14251,c60209,Verbal clauses
14251,c60210,Verbal clauses
14251,c60211,Verbal clauses
14252,c60212,Verbal clauses
14252,c60213,Verbal clauses
14252,c60214,Verbal clauses
14253,c60215,Verbal clauses
14253,c60216,Clauses without predication
14253,c60217,Verbal clauses
14253,c60218,Clauses without predication
14253,c60219,Verbal clauses
14253,c60220,Verbal clauses
14253,c60221,Verbal clauses
14253,c60222,Verbal clauses
14254,c60223,Verbal clauses
14254,c60224,Verbal clauses
14254,c60225,Verbal clauses
14254,c60226,Nominal clauses
14254,c60227,Nominal clauses
14254,c60228,Nominal clauses
14254,c60229,Verbal clauses
14255,c60230,Verbal clauses
14255,c60231,Verbal clauses
14255,c60232,Verbal clauses
14255,c60233,Verbal clauses
14256,c60234,Verbal clauses
14256,c60235,Clauses without predication
14256,c60236,Verbal clauses
14256,c60237,Clauses without predication
14257,c60238,Verbal clauses
14257,c60239,Clauses without predication
14257,c60240,Verbal clauses
14257,c60241,Verbal clauses
14258,c60242,Verbal clauses
14258,c60243,Verbal clauses
14258,c60244,Verbal clauses
14258,c60245,Verbal clauses
14258,c60246,Verbal clauses
14259,c60247,Nominal clauses
14259,c60248,Verbal clauses
14259,c60249,Verbal clauses
14260,c60250,Verbal clauses
14260,c60251,Verbal clauses
14261,c60252,Verbal clauses
14261,c60253,Verbal clauses
14261,c60254,Verbal clauses
14261,c60255,Verbal clauses
14261,c60256,Verbal clauses
14261,c60257,Verbal clauses
14262,c60258,Clauses without predication
14262,c60259,Nominal clauses
14263,c60260,Clauses without predication
14263,c60261,Verbal clauses
14263,c60262,Verbal clauses
14263,c60263,Verbal clauses
14264,c60264,Clauses without predication
14264,c60265,Nominal clauses
14264,c60266,Verbal clauses
14264,c60267,Verbal clauses
14265,c60268,Verbal clauses
14265,c60269,Verbal clauses
14265,c60270,Verbal clauses
14265,c60271,Clauses without predication
14265,c60272,Verbal clauses
14265,c60273,Nominal clauses
14266,c60274,Nominal clauses
14266,c60275,Verbal clauses
14267,c60276,Verbal clauses
14267,c60277,Verbal clauses
14267,c60278,Verbal clauses
14268,c60279,Nominal clauses
14268,c60280,Verbal clauses
14268,c60281,Verbal clauses
14268,c60282,Nominal clauses
14269,c60283,Verbal clauses
14269,c60284,Verbal clauses
14269,c60285,Verbal clauses
