WLCverse,curr,ctype
5637,c21016,Infinitive construct clause
5638,c21017,Zero-yiqtol-X clause
5638,c21018,Participle clause
5638,c21019,x-yiqtol-null clause
5638,c21020,We-x-yiqtol-null clause
5638,c21021,We-qatal-null clause
5639,c21022,We-qatal-X clause
5639,c21023,Nominal clause
5640,c21024,Zero-yiqtol-X clause
5640,c21025,x-yiqtol-null clause
5640,c21026,Infinitive construct clause
5641,c21027,Zero-yiqtol-X clause
5642,c21028,We-qatal-null clause
5642,c21029,x-yiqtol-X clause
5642,c21030,We-x-yiqtol-null clause
5642,c21031,We-qatal-null clause
5642,c21032,Nominal clause
5643,c21033,x-yiqtol-null clause
5643,c21034,We-X-yiqtol clause
5643,c21035,x-yiqtol-null clause
5643,c21036,We-x-yiqtol-null clause
5643,c21037,x-yiqtol-null clause
5643,c21038,We-x-yiqtol-null clause
5644,c21039,Participle clause
5644,c21040,We-x-yiqtol-null clause
5644,c21041,Participle clause
5644,c21042,We-x-yiqtol-null clause
5644,c21043,Participle clause
5644,c21044,Nominal clause
5645,c21045,Participle clause
5645,c21046,Nominal clause
5645,c21047,Adjective clause
5645,c21048,Nominal clause
5646,c21049,x-yiqtol-X clause
5646,c21050,x-qatal-null clause
5646,c21051,We-qatal-null clause
5647,c21052,We-qatal-null clause
5647,c21053,x-yiqtol-null clause
5648,c21054,Zero-yiqtol-X clause
5648,c21055,x-yiqtol-null clause
5648,c21056,Infinitive construct clause
5648,c21057,Zero-yiqtol-X clause
5649,c21058,Zero-yiqtol-X clause
5649,c21059,x-yiqtol-null clause
5649,c21060,Zero-yiqtol-X clause
5649,c21061,x-qatal-X clause
5649,c21062,We-qatal-null clause
5650,c21063,We-qatal-null clause
5650,c21064,x-yiqtol-X clause
5651,c21065,x-yiqtol-null clause
5651,c21066,We-x-yiqtol-null clause
5651,c21067,x-yiqtol-X clause
5652,c21068,x-yiqtol-null clause
5652,c21069,We-qatal-null clause
5652,c21070,We-x-yiqtol-null clause
5652,c21071,We-x-yiqtol-null clause
5652,c21072,x-yiqtol-X clause
5653,c21073,X-yiqtol clause
5653,c21074,We-x-yiqtol-null clause
5653,c21075,x-yiqtol-X clause
5654,c21076,x-yiqtol-null clause
5654,c21077,We-x-yiqtol-null clause
5654,c21078,x-yiqtol-null clause
5655,c21079,x-yiqtol-X clause
5656,c21080,X-yiqtol clause
5656,c21081,Nominal clause
5656,c21082,X-yiqtol clause
5656,c21083,We-X-yiqtol clause
5657,c21084,X-yiqtol clause
5657,c21085,We-X-yiqtol clause
5657,c21086,X-yiqtol clause
5657,c21087,We-X-yiqtol clause
5658,c21088,We-qatal-X clause
5658,c21089,We-qatal-null clause
5658,c21090,We-qatal-null clause
5658,c21091,Infinitive construct clause
5658,c21092,x-qatal-null clause
5658,c21093,Infinitive construct clause
5658,c21094,x-qatal-null clause
5659,c21095,We-qatal-null clause
5659,c21096,Ellipsis
5660,c21097,x-qatal-null clause
5661,c21098,We-qatal-null clause
5661,c21099,x-yiqtol-X clause
5661,c21100,We-qatal-null clause
5661,c21101,We-qatal-null clause
5661,c21102,Infinitive construct clause
5662,c21103,Zero-yiqtol-X clause
5662,c21104,x-yiqtol-X clause
5662,c21105,Zero-yiqtol-X clause
5662,c21106,x-yiqtol-null clause
5663,c21107,Ellipsis
5663,c21108,x-yiqtol-null clause
5663,c21109,We-x-yiqtol-null clause
5664,c21110,We-qatal-null clause
5664,c21111,Infinitive construct clause
5664,c21112,x-yiqtol-null clause
5664,c21113,Infinitive construct clause
5665,c21114,We-qatal-null clause
5665,c21115,Infinitive construct clause
5665,c21116,Participle clause
5665,c21117,Infinitive construct clause
5665,c21118,We-qatal-null clause
5665,c21119,x-qatal-X clause
5666,c21120,We-qatal-null clause
5666,c21121,x-qatal-X clause
5666,c21122,We-qatal-null clause
5666,c21123,x-yiqtol-X clause
5667,c21124,Casus pendens
5667,c21125,Adjective clause
5667,c21126,Adjective clause
5667,c21127,Zero-yiqtol-X clause
5667,c21128,x-yiqtol-null clause
5668,c21129,Infinitive construct clause
5668,c21130,x-yiqtol-null clause
5668,c21131,x-qatal-null clause
5668,c21132,x-yiqtol-X clause
5669,c21133,Casus pendens
5669,c21134,x-qatal-null clause
5669,c21135,Infinitive absolute clause
5669,c21136,Infinitive construct clause
5669,c21137,Nominal clause
5669,c21138,Zero-yiqtol-X clause
5670,c21139,Ellipsis
5670,c21140,Participle clause
5670,c21141,Ellipsis
5670,c21142,x-yiqtol-null clause
5670,c21143,x-yiqtol-null clause
5670,c21144,x-yiqtol-X clause
5671,c21145,x-yiqtol-null clause
5671,c21146,Infinitive construct clause
5671,c21147,Participle clause
5671,c21148,Infinitive construct clause
5672,c21149,We-qatal-X clause
5673,c21150,We-qatal-null clause
5673,c21151,x-qatal-null clause
5673,c21152,We-qatal-null clause
5674,c21153,x-yiqtol-X clause
5674,c21154,Participle clause
5674,c21155,x-yiqtol-X clause
5674,c21156,Infinitive construct clause
5675,c21157,We-qatal-null clause
5675,c21158,x-qatal-null clause
5675,c21159,x-qatal-null clause
5676,c21160,We-qatal-null clause
5676,c21161,x-qatal-X clause
5676,c21162,Infinitive construct clause
5676,c21163,Infinitive construct clause
5676,c21164,x-yiqtol-X clause
5676,c21165,Infinitive construct clause
5676,c21166,Infinitive construct clause
5676,c21167,We-qatal-null clause
5676,c21168,Participle clause
5676,c21169,Infinitive construct clause
5677,c21170,We-qatal-X clause
5677,c21171,We-qatal-null clause
5677,c21172,x-qatal-X clause
5677,c21173,We-qatal-null clause
5678,c21174,We-x-yiqtol-null clause
5678,c21175,We-x-yiqtol-X clause
5678,c21176,We-qatal-X clause
5679,c21177,We-qatal-X clause
5679,c21178,We-qatal-null clause
5679,c21179,We-x-yiqtol-null clause
5680,c21180,x-yiqtol-null clause
5680,c21181,X-yiqtol clause
5680,c21182,We-x-yiqtol-null clause
5680,c21183,X-yiqtol clause
5680,c21184,Ellipsis
5680,c21185,x-yiqtol-null clause
5680,c21186,Ellipsis
5680,c21187,x-yiqtol-null clause
5681,c21188,We-qatal-X clause
5681,c21189,x-qatal-null clause
5681,c21190,x-yiqtol-null clause
5681,c21191,Infinitive construct clause
5681,c21192,We-qatal-null clause
5681,c21193,Nominal clause
5682,c21194,Nominal clause
5682,c21195,x-qatal-X clause
5682,c21196,Infinitive construct clause
5682,c21197,Ellipsis
5682,c21198,x-qatal-null clause
5683,c21199,Wayyiqtol-X clause
5683,c21200,Wayyiqtol-null clause
5683,c21201,X-qatal clause
5683,c21202,x-qatal-X clause
5684,c21203,X-qatal clause
5684,c21204,x-qatal-X clause
5684,c21205,X-qatal clause
5685,c21206,We-x-qatal-X clause
5685,c21207,Infinitive construct clause
5685,c21208,We-x-qatal-X clause
5685,c21209,Infinitive construct clause
5685,c21210,We-x-qatal-X clause
5685,c21211,Infinitive construct clause
5685,c21212,We-x-qatal-X clause
5686,c21213,Wayyiqtol-null clause
5686,c21214,x-qatal-X clause
5686,c21215,We-X-qatal clause
5687,c21216,x-qatal-null clause
5687,c21217,We-x-qatal-null clause
5687,c21218,x-yiqtol-null clause
5687,c21219,Nominal clause
5688,c21220,Wayyiqtol-null clause
5688,c21221,Wayyiqtol-X clause
5688,c21222,Infinitive construct clause
5688,c21223,Wayyiqtol-X clause
5688,c21224,Wayyiqtol-null clause
5689,c21225,Wayyiqtol-null clause
5689,c21226,Wayyiqtol-null clause
5690,c21227,We-qatal-null clause
5690,c21228,We-qatal-null clause
5690,c21229,x-yiqtol-null clause
5690,c21230,x-yiqtol-null clause
5691,c21231,Participle clause
5692,c21232,Ellipsis
5692,c21233,Nominal clause
5692,c21234,Ellipsis
5693,c21235,Infinitive construct clause
5693,c21236,Participle clause
5694,c21237,Infinitive construct clause
5694,c21238,We-X-yiqtol clause
5694,c21239,x-qatal-null clause
5694,c21240,We-x-qatal-null clause
5695,c21241,Participle clause
5696,c21242,Ellipsis
5696,c21243,Nominal clause
5696,c21244,Participle clause
5696,c21245,Nominal clause
5697,c21246,X-qatal clause
5697,c21247,x-qatal-null clause
5697,c21248,We-x-qatal-null clause
5697,c21249,x-qatal-null clause
5698,c21250,Wayyiqtol-null clause
5698,c21251,Nominal clause
5699,c21252,Nominal clause
5699,c21253,Participle clause
5699,c21254,Infinitive construct clause
5699,c21255,Infinitive construct clause
5699,c21256,Nominal clause
5699,c21257,Participle clause
5700,c21258,We-qatal-null clause
5700,c21259,Infinitive construct clause
5700,c21260,We-qatal-null clause
5700,c21261,Infinitive construct clause
5700,c21262,X-yiqtol clause
5700,c21263,x-yiqtol-null clause
5700,c21264,Infinitive construct clause
5701,c21265,x-yiqtol-X clause
5701,c21266,Infinitive construct clause
5701,c21267,x-yiqtol-X clause
5701,c21268,We-qatal-X clause
5701,c21269,Participle clause
5701,c21270,We-qatal-X clause
5702,c21271,We-qatal-X clause
5702,c21272,Participle clause
5703,c21273,We-qatal-X clause
5703,c21274,x-yiqtol-null clause
5703,c21275,We-qatal-X clause
5703,c21276,x-yiqtol-null clause
5703,c21277,We-qatal-null clause
5703,c21278,x-qatal-X clause
5704,c21279,Nominal clause
5704,c21280,Nominal clause
5704,c21281,x-yiqtol-null clause
5704,c21282,We-x-yiqtol-null clause
5704,c21283,We-x-yiqtol-X clause
5704,c21284,Ellipsis
5704,c21285,x-qatal-X clause
5705,c21286,We-qatal-X clause
5705,c21287,x-qatal-X clause
5705,c21288,Nominal clause
5706,c21289,We-qatal-null clause
5706,c21290,x-qatal-null clause
5706,c21291,x-qatal-null clause
5706,c21292,Infinitive construct clause
5707,c21293,Wayyiqtol-null clause
5707,c21294,Wayyiqtol-null clause
5707,c21295,Wayyiqtol-null clause
5707,c21296,Wayyiqtol-null clause
5707,c21297,x-qatal-null clause
5707,c21298,We-x-qatal-null clause
5708,c21299,Wayyiqtol-X clause
5708,c21300,Infinitive construct clause
5708,c21301,Participle clause
5709,c21302,Wayyiqtol-X clause
5709,c21303,Wayyiqtol-null clause
5709,c21304,Nominal clause
5710,c21305,Nominal clause
5710,c21306,Nominal clause
5710,c21307,Infinitive construct clause
5711,c21308,We-qatal-null clause
5711,c21309,x-yiqtol-X clause
5711,c21310,x-qatal-null clause
5711,c21311,We-qatal-null clause
5711,c21312,x-qatal-X clause
5712,c21313,We-qatal-null clause
5712,c21314,We-qatal-X clause
5712,c21315,Participle clause
5712,c21316,We-qatal-X clause
5713,c21317,We-qatal-X clause
5713,c21318,We-qatal-null clause
5713,c21319,We-qatal-null clause
5713,c21320,We-qatal-null clause
5713,c21321,x-qatal-X clause
5714,c21322,x-yiqtol-X clause
5714,c21323,x-yiqtol-X clause
5714,c21324,We-x-yiqtol-null clause
5715,c21325,We-qatal-X clause
5715,c21326,x-qatal-X clause
5715,c21327,We-qatal-null clause
5715,c21328,We-qatal-null clause
5715,c21329,We-qatal-null clause
5716,c21330,We-qatal-X clause
5716,c21331,Infinitive construct clause
5716,c21332,Nominal clause
5717,c21333,We-qatal-X clause
5717,c21334,x-qatal-null clause
5718,c21335,We-X-yiqtol clause
5718,c21336,We-qatal-null clause
5718,c21337,We-qatal-null clause
5718,c21338,Participle clause
5719,c21339,We-qatal-X clause
5719,c21340,x-yiqtol-X clause
5719,c21341,Infinitive construct clause
5719,c21342,x-qatal-null clause
5720,c21343,x-yiqtol-null clause
5720,c21344,Infinitive construct clause
5720,c21345,Participle clause
5720,c21346,x-yiqtol-null clause
5721,c21347,Casus pendens
5721,c21348,Participle clause
5721,c21349,x-qatal-X clause
5721,c21350,Adjective clause
5722,c21351,Nominal clause
5722,c21352,Infinitive construct clause
5722,c21353,X-yiqtol clause
5722,c21354,We-yiqtol-null clause
5722,c21355,We-yiqtol-null clause
5722,c21356,We-yiqtol-null clause
5723,c21357,Nominal clause
5723,c21358,Infinitive construct clause
5723,c21359,X-yiqtol clause
5723,c21360,We-yiqtol-null clause
5723,c21361,We-yiqtol-null clause
5723,c21362,We-yiqtol-null clause
5724,c21363,Adjective clause
5724,c21364,Ellipsis
5724,c21365,Infinitive construct clause
5725,c21366,Zero-imperative-null clause
5725,c21367,Zero-qatal-null clause
5726,c21368,Participle clause
5726,c21369,Infinitive construct clause
5726,c21370,Infinitive construct clause
5726,c21371,Infinitive construct clause
5726,c21372,We-qatal-null clause
5726,c21373,We-qatal-null clause
5726,c21374,We-qatal-X clause
5726,c21375,Participle clause
5726,c21376,Infinitive construct clause
5727,c21377,We-x-yiqtol-X clause
5727,c21378,We-x-yiqtol-null clause
5727,c21379,We-qatal-null clause
5727,c21380,We-qatal-null clause
5727,c21381,We-qatal-null clause
5728,c21382,Zero-qatal-null clause
5728,c21383,x-yiqtol-null clause
5728,c21384,x-yiqtol-null clause
5728,c21385,Participle clause
5728,c21386,Infinitive construct clause
5728,c21387,Infinitive construct clause
5729,c21388,Zero-qatal-null clause
5729,c21389,x-qatal-null clause
5729,c21390,Ellipsis
5729,c21391,We-qatal-null clause
5729,c21392,x-yiqtol-X clause
5730,c21393,Infinitive construct clause
5730,c21394,Infinitive construct clause
5730,c21395,Infinitive construct clause
5730,c21396,Nominal clause
5730,c21397,Infinitive construct clause
5730,c21398,x-qatal-X clause
5730,c21399,Infinitive construct clause
5731,c21400,Wayyiqtol-X clause
5731,c21401,Wayyiqtol-null clause
5732,c21402,Wayyiqtol-null clause
5732,c21403,Nominal clause
5732,c21404,x-yiqtol-null clause
5732,c21405,Infinitive construct clause
5732,c21406,Infinitive construct clause
5732,c21407,We-X-qatal clause
5732,c21408,x-yiqtol-null clause
5733,c21409,Casus pendens
5733,c21410,Participle clause
5733,c21411,X-yiqtol clause
5733,c21412,We-qatal-null clause
5733,c21413,Casus pendens
5733,c21414,Participle clause
5733,c21415,x-qatal-X clause
5734,c21416,We-qatal-X clause
5734,c21417,x-qatal-null clause
5734,c21418,x-qatal-null clause
5735,c21419,We-qatal-X clause
5735,c21420,We-qatal-null clause
5735,c21421,x-qatal-null clause
5736,c21422,Zero-imperative-null clause
5736,c21423,We-imperative-null clause
5736,c21424,x-yiqtol-null clause
5736,c21425,We-x-yiqtol-null clause
5736,c21426,Casus pendens
5736,c21427,Nominal clause
5736,c21428,Participle clause
5736,c21429,x-yiqtol-null clause
5736,c21430,We-x-yiqtol-null clause
5737,c21431,Wayyiqtol-X clause
5737,c21432,Wayyiqtol-null clause
5737,c21433,Zero-imperative-null clause
5737,c21434,We-imperative-null clause
5737,c21435,X-yiqtol clause
5737,c21436,x-qatal-X clause
5737,c21437,Infinitive construct clause
5737,c21438,We-X-yiqtol clause
5738,c21439,Casus pendens
5738,c21440,Nominal clause
5738,c21441,Participle clause
5738,c21442,X-yiqtol clause
5738,c21443,x-yiqtol-null clause
5738,c21444,We-x-yiqtol-null clause
5738,c21445,x-yiqtol-null clause
5738,c21446,We-x-yiqtol-null clause
5739,c21447,Wayyiqtol-X clause
5739,c21448,Wayyiqtol-null clause
5739,c21449,Participle clause
5739,c21450,Wayyiqtol-null clause
5740,c21451,Wayyiqtol-X clause
5740,c21452,Infinitive construct clause
5740,c21453,x-yiqtol-null clause
5741,c21454,Infinitive construct clause
5741,c21455,Infinitive construct clause
5741,c21456,x-yiqtol-null clause
5741,c21457,x-yiqtol-null clause
5742,c21458,Zero-imperative-null clause
5742,c21459,Nominal clause
5742,c21460,x-yiqtol-null clause
5742,c21461,We-x-yiqtol-null clause
5742,c21462,We-qatal-null clause
5742,c21463,We-qatal-null clause
5742,c21464,Infinitive construct clause
5743,c21465,We-X-yiqtol clause
5743,c21466,x-qatal-null clause
5743,c21467,We-X-yiqtol clause
5743,c21468,We-qatal-null clause
5743,c21469,Infinitive construct clause
5743,c21470,Adjective clause
5743,c21471,Participle clause
5743,c21472,Infinitive construct clause
5744,c21473,Wayyiqtol-X clause
5744,c21474,x-qatal-X clause
5744,c21475,Infinitive construct clause
5744,c21476,Zero-imperative-null clause
5744,c21477,We-imperative-null clause
5744,c21478,We-yiqtol-null clause
5744,c21479,Wayyiqtol-X clause
5744,c21480,Wayyiqtol-null clause
5745,c21481,Wayyiqtol-X clause
5745,c21482,Wayyiqtol-X clause
5746,c21483,Wayyiqtol-X clause
5746,c21484,Participle clause
5746,c21485,We-qatal-X clause
5746,c21486,We-qatal-null clause
5746,c21487,Participle clause
5746,c21488,We-qatal-null clause
5746,c21489,We-qatal-null clause
5746,c21490,x-qatal-null clause
5747,c21491,We-qatal-X clause
5747,c21492,We-qatal-null clause
5747,c21493,We-qatal-null clause
5747,c21494,We-qatal-null clause
5747,c21495,Infinitive construct clause
5747,c21496,We-qatal-X clause
5747,c21497,We-qatal-null clause
5747,c21498,x-qatal-X clause
5747,c21499,Nominal clause
5747,c21500,x-qatal-X clause
5748,c21501,We-X-yiqtol clause
5748,c21502,x-qatal-null clause
5748,c21503,x-qatal-null clause
5749,c21504,Macrosyntactic sign
5749,c21505,Zero-imperative-null clause
5749,c21506,We-imperative-null clause
5749,c21507,Zero-imperative-null clause
5749,c21508,x-yiqtol-X clause
5750,c21509,x-yiqtol-null clause
5750,c21510,x-qatal-null clause
5750,c21511,Adjective clause
5750,c21512,We-qatal-null clause
5750,c21513,We-qatal-null clause
5750,c21514,We-qatal-null clause
5750,c21515,We-qatal-null clause
5750,c21516,We-qatal-null clause
5750,c21517,We-qatal-null clause
5750,c21518,We-qatal-null clause
5751,c21519,Macrosyntactic sign
5751,c21520,x-yiqtol-X clause
5751,c21521,We-qatal-X clause
5751,c21522,x-yiqtol-null clause
5751,c21523,x-qatal-null clause
5751,c21524,Participle clause
5751,c21525,x-yiqtol-null clause
5751,c21526,x-qatal-null clause
5752,c21527,Wayyiqtol-X clause
5752,c21528,Wayyiqtol-null clause
5753,c21529,Wayyiqtol-null clause
5753,c21530,Wayyiqtol-null clause
5753,c21531,Zero-imperative-null clause
5753,c21532,We-imperative-null clause
5753,c21533,X-yiqtol clause
5753,c21534,x-qatal-null clause
5753,c21535,We-X-yiqtol clause
5754,c21536,Wayyiqtol-null clause
5754,c21537,Infinitive construct clause
5754,c21538,Infinitive construct clause
5754,c21539,Infinitive construct clause
5755,c21540,Wayyiqtol-X clause
5755,c21541,Infinitive construct clause
5756,c21542,Infinitive absolute clause
5756,c21543,We-qatal-null clause
5756,c21544,We-qatal-null clause
5757,c21545,X-qatal clause
5757,c21546,Macrosyntactic sign
5757,c21547,Adjective clause
5757,c21548,x-qatal-null clause
5757,c21549,Ellipsis
5758,c21550,Zero-imperative-null clause
5758,c21551,We-yiqtol-null clause
5758,c21552,We-yiqtol-null clause
5759,c21553,x-qatal-null clause
5759,c21554,x-yiqtol-null clause
5759,c21555,We-qatal-null clause
5759,c21556,x-qatal-null clause
5759,c21557,We-qatal-X clause
5759,c21558,x-yiqtol-null clause
5759,c21559,Adjective clause
5759,c21560,Infinitive construct clause
5760,c21561,Wayyiqtol-X clause
5760,c21562,Infinitive construct clause
5761,c21563,Zero-imperative-null clause
5761,c21564,Vocative clause
5761,c21565,We-yiqtol-null clause
5761,c21566,We-yiqtol-X clause
5762,c21567,Zero-yiqtol-X clause
5762,c21568,Zero-yiqtol-X clause
5762,c21569,Ellipsis
5762,c21570,Ellipsis
5763,c21571,x-yiqtol-null clause
5763,c21572,Zero-imperative-null clause
5764,c21573,Casus pendens
5764,c21574,Adjective clause
5764,c21575,Nominal clause
5764,c21576,Casus pendens
5764,c21577,Adjective clause
5765,c21578,Zero-qatal-X clause
5765,c21579,Nominal clause
5765,c21580,Nominal clause
5766,c21581,x-yiqtol-null clause
5766,c21582,Vocative clause
5766,c21583,Nominal clause
5766,c21584,Zero-qatal-null clause
5766,c21585,X-qatal clause
5766,c21586,Wayyiqtol-null clause
5767,c21587,Zero-imperative-null clause
